Drug,Predicted_Score,Average_Rating,Review_Count,Disease
isotretinoin,245.39418,No ratings,0,llicle stimulation
mirena,242.23653,No ratings,0,llicle stimulation
implanon,235.25316,No ratings,0,llicle stimulation
levonorgestrel,219.49379,No ratings,0,llicle stimulation
ethinyl estradiol / levonorgestrel,211.00224,No ratings,0,llicle stimulation
chantix,209.9825,No ratings,0,llicle stimulation
ethinyl estradiol / norethindrone,207.96756,No ratings,0,llicle stimulation
etonogestrel,327.13898,No ratings,0,gastrointestinal decontamination
varenicline,291.7443,No ratings,0,gastrointestinal decontamination
suprep bowel prep kit,268.88184,No ratings,0,gastrointestinal decontamination
isotretinoin,233.16476,No ratings,0,gastrointestinal decontamination
mirena,230.00713,No ratings,0,gastrointestinal decontamination
implanon,223.02373,No ratings,0,gastrointestinal decontamination
levonorgestrel,207.26437,No ratings,0,gastrointestinal decontamination
ethinyl estradiol / levonorgestrel,198.77281,No ratings,0,gastrointestinal decontamination
chantix,197.75307,No ratings,0,gastrointestinal decontamination
ethinyl estradiol / norethindrone,195.73814,No ratings,0,gastrointestinal decontamination
etonogestrel,282.01373,No ratings,0,thyroid cance
varenicline,246.61903,No ratings,0,thyroid cance
suprep bowel prep kit,223.75655,No ratings,0,thyroid cance
isotretinoin,188.03947,No ratings,0,thyroid cance
mirena,184.88184,No ratings,0,thyroid cance
implanon,177.89845,No ratings,0,thyroid cance
levonorgestrel,162.13908,No ratings,0,thyroid cance
ethinyl estradiol / levonorgestrel,153.64754,No ratings,0,thyroid cance
chantix,152.62779,No ratings,0,thyroid cance
ethinyl estradiol / norethindrone,150.61285,No ratings,0,thyroid cance
etonogestrel,342.3533,No ratings,0,sarcoidosis
varenicline,306.9586,No ratings,0,sarcoidosis
suprep bowel prep kit,284.09613,No ratings,0,sarcoidosis
isotretinoin,248.37907,No ratings,0,sarcoidosis
mirena,245.22142,No ratings,0,sarcoidosis
implanon,238.23804,No ratings,0,sarcoidosis
levonorgestrel,222.47868,No ratings,0,sarcoidosis
ethinyl estradiol / levonorgestrel,213.98714,No ratings,0,sarcoidosis
chantix,212.96738,No ratings,0,sarcoidosis
ethinyl estradiol / norethindrone,210.95244,No ratings,0,sarcoidosis
etonogestrel,292.97186,No ratings,0,ventricular tachycardia
varenicline,257.5772,No ratings,0,ventricular tachycardia
suprep bowel prep kit,234.71474,No ratings,0,ventricular tachycardia
isotretinoin,198.99767,No ratings,0,ventricular tachycardia
mirena,195.84001,No ratings,0,ventricular tachycardia
implanon,188.85664,No ratings,0,ventricular tachycardia
levonorgestrel,173.09726,No ratings,0,ventricular tachycardia
ethinyl estradiol / levonorgestrel,164.60573,No ratings,0,ventricular tachycardia
chantix,163.58598,No ratings,0,ventricular tachycardia
ethinyl estradiol / norethindrone,161.57104,No ratings,0,ventricular tachycardia
etonogestrel,326.37347,No ratings,0,eve
varenicline,290.97876,No ratings,0,eve
suprep bowel prep kit,268.1163,No ratings,0,eve
isotretinoin,232.39925,No ratings,0,eve
mirena,229.2416,No ratings,0,eve
implanon,222.2582,No ratings,0,eve
levonorgestrel,206.49886,No ratings,0,eve
ethinyl estradiol / levonorgestrel,198.00731,No ratings,0,eve
chantix,196.98753,No ratings,0,eve
ethinyl estradiol / norethindrone,194.97263,No ratings,0,eve
etonogestrel,306.55322,No ratings,0,bone infection
varenicline,271.15857,No ratings,0,bone infection
suprep bowel prep kit,248.29607,No ratings,0,bone infection
isotretinoin,212.57903,No ratings,0,bone infection
mirena,209.42137,No ratings,0,bone infection
implanon,202.43799,No ratings,0,bone infection
levonorgestrel,186.67862,No ratings,0,bone infection
ethinyl estradiol / levonorgestrel,178.18707,No ratings,0,bone infection
chantix,177.16731,No ratings,0,bone infection
ethinyl estradiol / norethindrone,175.15239,No ratings,0,bone infection
etonogestrel,307.31573,No ratings,0,"lyme disease, neurologic"
varenicline,271.92102,No ratings,0,"lyme disease, neurologic"
suprep bowel prep kit,249.05856,No ratings,0,"lyme disease, neurologic"
isotretinoin,213.3415,No ratings,0,"lyme disease, neurologic"
mirena,210.18385,No ratings,0,"lyme disease, neurologic"
implanon,203.20049,No ratings,0,"lyme disease, neurologic"
levonorgestrel,187.44109,No ratings,0,"lyme disease, neurologic"
ethinyl estradiol / levonorgestrel,178.94955,No ratings,0,"lyme disease, neurologic"
chantix,177.9298,No ratings,0,"lyme disease, neurologic"
ethinyl estradiol / norethindrone,175.91487,No ratings,0,"lyme disease, neurologic"
etonogestrel,303.08865,No ratings,0,"mycobacterium avium-intracellulare, treatment"
varenicline,267.69397,No ratings,0,"mycobacterium avium-intracellulare, treatment"
suprep bowel prep kit,244.83148,No ratings,0,"mycobacterium avium-intracellulare, treatment"
isotretinoin,209.11443,No ratings,0,"mycobacterium avium-intracellulare, treatment"
mirena,205.95677,No ratings,0,"mycobacterium avium-intracellulare, treatment"
implanon,198.97339,No ratings,0,"mycobacterium avium-intracellulare, treatment"
levonorgestrel,183.21404,No ratings,0,"mycobacterium avium-intracellulare, treatment"
ethinyl estradiol / levonorgestrel,174.72249,No ratings,0,"mycobacterium avium-intracellulare, treatment"
chantix,173.70273,No ratings,0,"mycobacterium avium-intracellulare, treatment"
ethinyl estradiol / norethindrone,171.6878,No ratings,0,"mycobacterium avium-intracellulare, treatment"
etonogestrel,327.4046,No ratings,0,gastrointestinal stromal tum
varenicline,292.00995,No ratings,0,gastrointestinal stromal tum
suprep bowel prep kit,269.14746,No ratings,0,gastrointestinal stromal tum
isotretinoin,233.4304,No ratings,0,gastrointestinal stromal tum
mirena,230.27275,No ratings,0,gastrointestinal stromal tum
implanon,223.28937,No ratings,0,gastrointestinal stromal tum
levonorgestrel,207.53001,No ratings,0,gastrointestinal stromal tum
ethinyl estradiol / levonorgestrel,199.03847,No ratings,0,gastrointestinal stromal tum
chantix,198.0187,No ratings,0,gastrointestinal stromal tum
ethinyl estradiol / norethindrone,196.00377,No ratings,0,gastrointestinal stromal tum
etonogestrel,354.34537,No ratings,0,pediatric growth hormone deficiency
varenicline,318.95068,No ratings,0,pediatric growth hormone deficiency
suprep bowel prep kit,296.0882,No ratings,0,pediatric growth hormone deficiency
isotretinoin,260.37115,No ratings,0,pediatric growth hormone deficiency
mirena,257.2135,No ratings,0,pediatric growth hormone deficiency
implanon,250.23012,No ratings,0,pediatric growth hormone deficiency
levonorgestrel,234.47075,No ratings,0,pediatric growth hormone deficiency
ethinyl estradiol / levonorgestrel,225.9792,No ratings,0,pediatric growth hormone deficiency
chantix,224.95946,No ratings,0,pediatric growth hormone deficiency
ethinyl estradiol / norethindrone,222.94453,No ratings,0,pediatric growth hormone deficiency
etonogestrel,233.76047,No ratings,0,spondyloarthritis
varenicline,198.36577,No ratings,0,spondyloarthritis
suprep bowel prep kit,175.50328,No ratings,0,spondyloarthritis
isotretinoin,139.78622,No ratings,0,spondyloarthritis
mirena,136.62857,No ratings,0,spondyloarthritis
implanon,129.64519,No ratings,0,spondyloarthritis
levonorgestrel,113.88581,No ratings,0,spondyloarthritis
ethinyl estradiol / levonorgestrel,105.39427,No ratings,0,spondyloarthritis
chantix,104.37451,No ratings,0,spondyloarthritis
ethinyl estradiol / norethindrone,102.35959,No ratings,0,spondyloarthritis
etonogestrel,299.83002,No ratings,0,14</span> users found this comment helpful.
varenicline,264.43533,No ratings,0,14</span> users found this comment helpful.
suprep bowel prep kit,241.57288,No ratings,0,14</span> users found this comment helpful.
isotretinoin,205.8558,No ratings,0,14</span> users found this comment helpful.
mirena,202.69817,No ratings,0,14</span> users found this comment helpful.
implanon,195.71477,No ratings,0,14</span> users found this comment helpful.
levonorgestrel,179.9554,No ratings,0,14</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,171.46385,No ratings,0,14</span> users found this comment helpful.
chantix,170.44409,No ratings,0,14</span> users found this comment helpful.
ethinyl estradiol / norethindrone,168.42918,No ratings,0,14</span> users found this comment helpful.
etonogestrel,343.96283,No ratings,0,menopausal disorders
varenicline,308.5681,No ratings,0,menopausal disorders
suprep bowel prep kit,285.70563,No ratings,0,menopausal disorders
isotretinoin,249.98859,No ratings,0,menopausal disorders
mirena,246.83093,No ratings,0,menopausal disorders
implanon,239.84756,No ratings,0,menopausal disorders
levonorgestrel,224.08818,No ratings,0,menopausal disorders
ethinyl estradiol / levonorgestrel,215.59663,No ratings,0,menopausal disorders
chantix,214.57689,No ratings,0,menopausal disorders
ethinyl estradiol / norethindrone,212.56197,No ratings,0,menopausal disorders
etonogestrel,337.03912,No ratings,0,hypotension
varenicline,301.6444,No ratings,0,hypotension
suprep bowel prep kit,278.78192,No ratings,0,hypotension
isotretinoin,243.06491,No ratings,0,hypotension
mirena,239.90724,No ratings,0,hypotension
implanon,232.92387,No ratings,0,hypotension
levonorgestrel,217.16449,No ratings,0,hypotension
ethinyl estradiol / levonorgestrel,208.67294,No ratings,0,hypotension
chantix,207.6532,No ratings,0,hypotension
ethinyl estradiol / norethindrone,205.63826,No ratings,0,hypotension
etonogestrel,317.96802,No ratings,0,anal itching
varenicline,282.57333,No ratings,0,anal itching
suprep bowel prep kit,259.71088,No ratings,0,anal itching
isotretinoin,223.99382,No ratings,0,anal itching
mirena,220.83618,No ratings,0,anal itching
implanon,213.85278,No ratings,0,anal itching
levonorgestrel,198.09343,No ratings,0,anal itching
ethinyl estradiol / levonorgestrel,189.60188,No ratings,0,anal itching
chantix,188.58212,No ratings,0,anal itching
ethinyl estradiol / norethindrone,186.56718,No ratings,0,anal itching
etonogestrel,302.19922,No ratings,0,auditory processing disorde
varenicline,266.80453,No ratings,0,auditory processing disorde
suprep bowel prep kit,243.94206,No ratings,0,auditory processing disorde
isotretinoin,208.22499,No ratings,0,auditory processing disorde
mirena,205.06734,No ratings,0,auditory processing disorde
implanon,198.08395,No ratings,0,auditory processing disorde
levonorgestrel,182.32458,No ratings,0,auditory processing disorde
ethinyl estradiol / levonorgestrel,173.83305,No ratings,0,auditory processing disorde
chantix,172.81328,No ratings,0,auditory processing disorde
ethinyl estradiol / norethindrone,170.79837,No ratings,0,auditory processing disorde
etonogestrel,348.30975,No ratings,0,"anemia, sickle cell"
varenicline,312.91504,No ratings,0,"anemia, sickle cell"
suprep bowel prep kit,290.05255,No ratings,0,"anemia, sickle cell"
isotretinoin,254.33553,No ratings,0,"anemia, sickle cell"
mirena,251.17787,No ratings,0,"anemia, sickle cell"
implanon,244.19449,No ratings,0,"anemia, sickle cell"
levonorgestrel,228.4351,No ratings,0,"anemia, sickle cell"
ethinyl estradiol / levonorgestrel,219.94356,No ratings,0,"anemia, sickle cell"
chantix,218.92381,No ratings,0,"anemia, sickle cell"
ethinyl estradiol / norethindrone,216.90889,No ratings,0,"anemia, sickle cell"
etonogestrel,155.66954,No ratings,0,11</span> users found this comment helpful.
varenicline,120.27483,No ratings,0,11</span> users found this comment helpful.
suprep bowel prep kit,97.41235,No ratings,0,11</span> users found this comment helpful.
isotretinoin,61.908337,No ratings,0,11</span> users found this comment helpful.
mirena,59.132412,No ratings,0,11</span> users found this comment helpful.
implanon,51.7376,No ratings,0,11</span> users found this comment helpful.
levonorgestrel,37.273075,No ratings,0,11</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,31.0143,No ratings,0,11</span> users found this comment helpful.
chantix,30.306545,No ratings,0,11</span> users found this comment helpful.
ethinyl estradiol / norethindrone,28.772146,No ratings,0,11</span> users found this comment helpful.
etonogestrel,345.6442,No ratings,0,lactation augmentation
varenicline,310.2495,No ratings,0,lactation augmentation
suprep bowel prep kit,287.38702,No ratings,0,lactation augmentation
isotretinoin,251.66997,No ratings,0,lactation augmentation
mirena,248.51233,No ratings,0,lactation augmentation
implanon,241.52895,No ratings,0,lactation augmentation
levonorgestrel,225.76958,No ratings,0,lactation augmentation
ethinyl estradiol / levonorgestrel,217.27803,No ratings,0,lactation augmentation
chantix,216.25827,No ratings,0,lactation augmentation
ethinyl estradiol / norethindrone,214.24333,No ratings,0,lactation augmentation
etonogestrel,338.0611,No ratings,0,computed tomography
varenicline,302.6664,No ratings,0,computed tomography
suprep bowel prep kit,279.80392,No ratings,0,computed tomography
isotretinoin,244.08687,No ratings,0,computed tomography
mirena,240.92923,No ratings,0,computed tomography
implanon,233.94585,No ratings,0,computed tomography
levonorgestrel,218.18646,No ratings,0,computed tomography
ethinyl estradiol / levonorgestrel,209.69493,No ratings,0,computed tomography
chantix,208.67516,No ratings,0,computed tomography
ethinyl estradiol / norethindrone,206.66025,No ratings,0,computed tomography
etonogestrel,255.56642,No ratings,0,dystonia
varenicline,220.17172,No ratings,0,dystonia
suprep bowel prep kit,197.30925,No ratings,0,dystonia
isotretinoin,161.59218,No ratings,0,dystonia
mirena,158.43456,No ratings,0,dystonia
implanon,151.45116,No ratings,0,dystonia
levonorgestrel,135.69179,No ratings,0,dystonia
ethinyl estradiol / levonorgestrel,127.200226,No ratings,0,dystonia
chantix,126.18047,No ratings,0,dystonia
ethinyl estradiol / norethindrone,124.16555,No ratings,0,dystonia
etonogestrel,241.7035,No ratings,0,pelvic inflammatory disease
varenicline,206.3088,No ratings,0,pelvic inflammatory disease
suprep bowel prep kit,183.44633,No ratings,0,pelvic inflammatory disease
isotretinoin,147.72928,No ratings,0,pelvic inflammatory disease
mirena,144.57164,No ratings,0,pelvic inflammatory disease
implanon,137.58824,No ratings,0,pelvic inflammatory disease
levonorgestrel,121.82885,No ratings,0,pelvic inflammatory disease
ethinyl estradiol / levonorgestrel,113.33732,No ratings,0,pelvic inflammatory disease
chantix,112.31756,No ratings,0,pelvic inflammatory disease
ethinyl estradiol / norethindrone,110.302635,No ratings,0,pelvic inflammatory disease
etonogestrel,333.99713,No ratings,0,reversal of opioid sedation
varenicline,298.60245,No ratings,0,reversal of opioid sedation
suprep bowel prep kit,275.74,No ratings,0,reversal of opioid sedation
isotretinoin,240.02295,No ratings,0,reversal of opioid sedation
mirena,236.86528,No ratings,0,reversal of opioid sedation
implanon,229.8819,No ratings,0,reversal of opioid sedation
levonorgestrel,214.12254,No ratings,0,reversal of opioid sedation
ethinyl estradiol / levonorgestrel,205.631,No ratings,0,reversal of opioid sedation
chantix,204.61124,No ratings,0,reversal of opioid sedation
ethinyl estradiol / norethindrone,202.5963,No ratings,0,reversal of opioid sedation
etonogestrel,260.19388,No ratings,0,atrophic urethritis
varenicline,224.7992,No ratings,0,atrophic urethritis
suprep bowel prep kit,201.9367,No ratings,0,atrophic urethritis
isotretinoin,166.21965,No ratings,0,atrophic urethritis
mirena,163.06201,No ratings,0,atrophic urethritis
implanon,156.07863,No ratings,0,atrophic urethritis
levonorgestrel,140.31926,No ratings,0,atrophic urethritis
ethinyl estradiol / levonorgestrel,131.82771,No ratings,0,atrophic urethritis
chantix,130.80795,No ratings,0,atrophic urethritis
ethinyl estradiol / norethindrone,128.79303,No ratings,0,atrophic urethritis
etonogestrel,326.8491,No ratings,0,"skin disinfection, preoperative"
varenicline,291.4544,No ratings,0,"skin disinfection, preoperative"
suprep bowel prep kit,268.59192,No ratings,0,"skin disinfection, preoperative"
isotretinoin,232.87486,No ratings,0,"skin disinfection, preoperative"
mirena,229.71724,No ratings,0,"skin disinfection, preoperative"
implanon,222.73384,No ratings,0,"skin disinfection, preoperative"
levonorgestrel,206.97447,No ratings,0,"skin disinfection, preoperative"
ethinyl estradiol / levonorgestrel,198.48293,No ratings,0,"skin disinfection, preoperative"
chantix,197.46318,No ratings,0,"skin disinfection, preoperative"
ethinyl estradiol / norethindrone,195.44824,No ratings,0,"skin disinfection, preoperative"
etonogestrel,327.0705,No ratings,0,"diarrhea, acute"
varenicline,291.6758,No ratings,0,"diarrhea, acute"
suprep bowel prep kit,268.81332,No ratings,0,"diarrhea, acute"
isotretinoin,233.09627,No ratings,0,"diarrhea, acute"
mirena,229.93863,No ratings,0,"diarrhea, acute"
implanon,222.95525,No ratings,0,"diarrhea, acute"
levonorgestrel,207.19588,No ratings,0,"diarrhea, acute"
ethinyl estradiol / levonorgestrel,198.70433,No ratings,0,"diarrhea, acute"
chantix,197.68457,No ratings,0,"diarrhea, acute"
ethinyl estradiol / norethindrone,195.66966,No ratings,0,"diarrhea, acute"
etonogestrel,333.17682,No ratings,0,skin cance
varenicline,297.78214,No ratings,0,skin cance
suprep bowel prep kit,274.91965,No ratings,0,skin cance
isotretinoin,239.20262,No ratings,0,skin cance
mirena,236.04497,No ratings,0,skin cance
implanon,229.06158,No ratings,0,skin cance
levonorgestrel,213.30222,No ratings,0,skin cance
ethinyl estradiol / levonorgestrel,204.81068,No ratings,0,skin cance
chantix,203.79091,No ratings,0,skin cance
ethinyl estradiol / norethindrone,201.77599,No ratings,0,skin cance
etonogestrel,274.89832,No ratings,0,pe
varenicline,239.50363,No ratings,0,pe
suprep bowel prep kit,216.64113,No ratings,0,pe
isotretinoin,180.92409,No ratings,0,pe
mirena,177.76643,No ratings,0,pe
implanon,170.78305,No ratings,0,pe
levonorgestrel,155.02367,No ratings,0,pe
ethinyl estradiol / levonorgestrel,146.53212,No ratings,0,pe
chantix,145.51237,No ratings,0,pe
ethinyl estradiol / norethindrone,143.49745,No ratings,0,pe
etonogestrel,315.47705,No ratings,0,mountain sickness / altitude sickness
varenicline,280.08234,No ratings,0,mountain sickness / altitude sickness
suprep bowel prep kit,257.21985,No ratings,0,mountain sickness / altitude sickness
isotretinoin,221.50282,No ratings,0,mountain sickness / altitude sickness
mirena,218.34518,No ratings,0,mountain sickness / altitude sickness
implanon,211.36179,No ratings,0,mountain sickness / altitude sickness
levonorgestrel,195.60242,No ratings,0,mountain sickness / altitude sickness
ethinyl estradiol / levonorgestrel,187.11087,No ratings,0,mountain sickness / altitude sickness
chantix,186.09114,No ratings,0,mountain sickness / altitude sickness
ethinyl estradiol / norethindrone,184.0762,No ratings,0,mountain sickness / altitude sickness
etonogestrel,326.4593,No ratings,0,osteolytic bone lesions of multiple myeloma
varenicline,291.06458,No ratings,0,osteolytic bone lesions of multiple myeloma
suprep bowel prep kit,268.20212,No ratings,0,osteolytic bone lesions of multiple myeloma
isotretinoin,232.48506,No ratings,0,osteolytic bone lesions of multiple myeloma
mirena,229.32741,No ratings,0,osteolytic bone lesions of multiple myeloma
implanon,222.34404,No ratings,0,osteolytic bone lesions of multiple myeloma
levonorgestrel,206.58466,No ratings,0,osteolytic bone lesions of multiple myeloma
ethinyl estradiol / levonorgestrel,198.09312,No ratings,0,osteolytic bone lesions of multiple myeloma
chantix,197.07338,No ratings,0,osteolytic bone lesions of multiple myeloma
ethinyl estradiol / norethindrone,195.05844,No ratings,0,osteolytic bone lesions of multiple myeloma
etonogestrel,324.6342,No ratings,0,deep neck infection
varenicline,289.2395,No ratings,0,deep neck infection
suprep bowel prep kit,266.377,No ratings,0,deep neck infection
isotretinoin,230.65996,No ratings,0,deep neck infection
mirena,227.5023,No ratings,0,deep neck infection
implanon,220.51892,No ratings,0,deep neck infection
levonorgestrel,204.75955,No ratings,0,deep neck infection
ethinyl estradiol / levonorgestrel,196.26802,No ratings,0,deep neck infection
chantix,195.24828,No ratings,0,deep neck infection
ethinyl estradiol / norethindrone,193.23334,No ratings,0,deep neck infection
etonogestrel,350.1108,No ratings,0,secondary hyperparathyroidism
varenicline,314.71613,No ratings,0,secondary hyperparathyroidism
suprep bowel prep kit,291.85364,No ratings,0,secondary hyperparathyroidism
isotretinoin,256.1366,No ratings,0,secondary hyperparathyroidism
mirena,252.97896,No ratings,0,secondary hyperparathyroidism
implanon,245.99557,No ratings,0,secondary hyperparathyroidism
levonorgestrel,230.23619,No ratings,0,secondary hyperparathyroidism
ethinyl estradiol / levonorgestrel,221.74464,No ratings,0,secondary hyperparathyroidism
chantix,220.7249,No ratings,0,secondary hyperparathyroidism
ethinyl estradiol / norethindrone,218.70998,No ratings,0,secondary hyperparathyroidism
etonogestrel,293.28876,No ratings,0,perioral dermatitis
varenicline,257.89404,No ratings,0,perioral dermatitis
suprep bowel prep kit,235.03159,No ratings,0,perioral dermatitis
isotretinoin,199.31451,No ratings,0,perioral dermatitis
mirena,196.15688,No ratings,0,perioral dermatitis
implanon,189.17348,No ratings,0,perioral dermatitis
levonorgestrel,173.41411,No ratings,0,perioral dermatitis
ethinyl estradiol / levonorgestrel,164.92256,No ratings,0,perioral dermatitis
chantix,163.90282,No ratings,0,perioral dermatitis
ethinyl estradiol / norethindrone,161.88788,No ratings,0,perioral dermatitis
etonogestrel,340.36163,No ratings,0,mulation) (phenylephrine)
varenicline,304.96695,No ratings,0,mulation) (phenylephrine)
suprep bowel prep kit,282.10443,No ratings,0,mulation) (phenylephrine)
isotretinoin,246.38742,No ratings,0,mulation) (phenylephrine)
mirena,243.22977,No ratings,0,mulation) (phenylephrine)
implanon,236.24638,No ratings,0,mulation) (phenylephrine)
levonorgestrel,220.48701,No ratings,0,mulation) (phenylephrine)
ethinyl estradiol / levonorgestrel,211.99547,No ratings,0,mulation) (phenylephrine)
chantix,210.97571,No ratings,0,mulation) (phenylephrine)
ethinyl estradiol / norethindrone,208.96078,No ratings,0,mulation) (phenylephrine)
etonogestrel,222.06964,No ratings,0,amebiasis
varenicline,186.67494,No ratings,0,amebiasis
suprep bowel prep kit,163.81245,No ratings,0,amebiasis
isotretinoin,128.0954,No ratings,0,amebiasis
mirena,124.93773,No ratings,0,amebiasis
implanon,117.95435,No ratings,0,amebiasis
levonorgestrel,102.194984,No ratings,0,amebiasis
ethinyl estradiol / levonorgestrel,93.70344,No ratings,0,amebiasis
chantix,92.683685,No ratings,0,amebiasis
ethinyl estradiol / norethindrone,90.66876,No ratings,0,amebiasis
etonogestrel,338.37335,No ratings,0,ear wax impaction
varenicline,302.97864,No ratings,0,ear wax impaction
suprep bowel prep kit,280.11615,No ratings,0,ear wax impaction
isotretinoin,244.39912,No ratings,0,ear wax impaction
mirena,241.24149,No ratings,0,ear wax impaction
implanon,234.2581,No ratings,0,ear wax impaction
levonorgestrel,218.49872,No ratings,0,ear wax impaction
ethinyl estradiol / levonorgestrel,210.00717,No ratings,0,ear wax impaction
chantix,208.98743,No ratings,0,ear wax impaction
ethinyl estradiol / norethindrone,206.9725,No ratings,0,ear wax impaction
etonogestrel,323.56412,No ratings,0,gastric ulcer maintenance treatment
varenicline,288.16943,No ratings,0,gastric ulcer maintenance treatment
suprep bowel prep kit,265.30695,No ratings,0,gastric ulcer maintenance treatment
isotretinoin,229.58989,No ratings,0,gastric ulcer maintenance treatment
mirena,226.43224,No ratings,0,gastric ulcer maintenance treatment
implanon,219.44884,No ratings,0,gastric ulcer maintenance treatment
levonorgestrel,203.68948,No ratings,0,gastric ulcer maintenance treatment
ethinyl estradiol / levonorgestrel,195.19794,No ratings,0,gastric ulcer maintenance treatment
chantix,194.17818,No ratings,0,gastric ulcer maintenance treatment
ethinyl estradiol / norethindrone,192.16327,No ratings,0,gastric ulcer maintenance treatment
etonogestrel,323.2788,No ratings,0,percutaneous coronary intervention
varenicline,287.88412,No ratings,0,percutaneous coronary intervention
suprep bowel prep kit,265.02164,No ratings,0,percutaneous coronary intervention
isotretinoin,229.30458,No ratings,0,percutaneous coronary intervention
mirena,226.14696,No ratings,0,percutaneous coronary intervention
implanon,219.16356,No ratings,0,percutaneous coronary intervention
levonorgestrel,203.40419,No ratings,0,percutaneous coronary intervention
ethinyl estradiol / levonorgestrel,194.91266,No ratings,0,percutaneous coronary intervention
chantix,193.8929,No ratings,0,percutaneous coronary intervention
ethinyl estradiol / norethindrone,191.87798,No ratings,0,percutaneous coronary intervention
etonogestrel,238.19946,No ratings,0,dercum's disease
varenicline,202.80475,No ratings,0,dercum's disease
suprep bowel prep kit,179.94229,No ratings,0,dercum's disease
isotretinoin,144.22522,No ratings,0,dercum's disease
mirena,141.06758,No ratings,0,dercum's disease
implanon,134.08418,No ratings,0,dercum's disease
levonorgestrel,118.324814,No ratings,0,dercum's disease
ethinyl estradiol / levonorgestrel,109.83327,No ratings,0,dercum's disease
chantix,108.813515,No ratings,0,dercum's disease
ethinyl estradiol / norethindrone,106.79859,No ratings,0,dercum's disease
etonogestrel,367.31226,No ratings,0,hyperthyroidism
varenicline,331.91754,No ratings,0,hyperthyroidism
suprep bowel prep kit,309.05508,No ratings,0,hyperthyroidism
isotretinoin,273.338,No ratings,0,hyperthyroidism
mirena,270.18036,No ratings,0,hyperthyroidism
implanon,263.19696,No ratings,0,hyperthyroidism
levonorgestrel,247.43764,No ratings,0,hyperthyroidism
ethinyl estradiol / levonorgestrel,238.94608,No ratings,0,hyperthyroidism
chantix,237.92633,No ratings,0,hyperthyroidism
ethinyl estradiol / norethindrone,235.91139,No ratings,0,hyperthyroidism
etonogestrel,270.61627,No ratings,0,nsaid-induced gastric ulce
varenicline,235.2216,No ratings,0,nsaid-induced gastric ulce
suprep bowel prep kit,212.35912,No ratings,0,nsaid-induced gastric ulce
isotretinoin,176.64204,No ratings,0,nsaid-induced gastric ulce
mirena,173.4844,No ratings,0,nsaid-induced gastric ulce
implanon,166.50099,No ratings,0,nsaid-induced gastric ulce
levonorgestrel,150.74165,No ratings,0,nsaid-induced gastric ulce
ethinyl estradiol / levonorgestrel,142.25009,No ratings,0,nsaid-induced gastric ulce
chantix,141.23035,No ratings,0,nsaid-induced gastric ulce
ethinyl estradiol / norethindrone,139.21541,No ratings,0,nsaid-induced gastric ulce
etonogestrel,342.83887,No ratings,0,local anesthesia
varenicline,307.44418,No ratings,0,local anesthesia
suprep bowel prep kit,284.58173,No ratings,0,local anesthesia
isotretinoin,248.86467,No ratings,0,local anesthesia
mirena,245.70702,No ratings,0,local anesthesia
implanon,238.72363,No ratings,0,local anesthesia
levonorgestrel,222.96425,No ratings,0,local anesthesia
ethinyl estradiol / levonorgestrel,214.47272,No ratings,0,local anesthesia
chantix,213.45297,No ratings,0,local anesthesia
ethinyl estradiol / norethindrone,211.43803,No ratings,0,local anesthesia
etonogestrel,355.84207,No ratings,0,multiple myeloma
varenicline,320.4474,No ratings,0,multiple myeloma
suprep bowel prep kit,297.58493,No ratings,0,multiple myeloma
isotretinoin,261.86786,No ratings,0,multiple myeloma
mirena,258.7102,No ratings,0,multiple myeloma
implanon,251.72685,No ratings,0,multiple myeloma
levonorgestrel,235.96745,No ratings,0,multiple myeloma
ethinyl estradiol / levonorgestrel,227.47592,No ratings,0,multiple myeloma
chantix,226.45616,No ratings,0,multiple myeloma
ethinyl estradiol / norethindrone,224.44124,No ratings,0,multiple myeloma
etonogestrel,269.459,No ratings,0,endometrial cance
varenicline,234.06435,No ratings,0,endometrial cance
suprep bowel prep kit,211.20186,No ratings,0,endometrial cance
isotretinoin,175.48479,No ratings,0,endometrial cance
mirena,172.32713,No ratings,0,endometrial cance
implanon,165.34377,No ratings,0,endometrial cance
levonorgestrel,149.58438,No ratings,0,endometrial cance
ethinyl estradiol / levonorgestrel,141.09285,No ratings,0,endometrial cance
chantix,140.0731,No ratings,0,endometrial cance
ethinyl estradiol / norethindrone,138.05817,No ratings,0,endometrial cance
etonogestrel,308.46783,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
varenicline,273.07315,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
suprep bowel prep kit,250.2107,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
isotretinoin,214.49364,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
mirena,211.33598,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
implanon,204.35262,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
levonorgestrel,188.59323,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
ethinyl estradiol / levonorgestrel,180.10168,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
chantix,179.08192,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
ethinyl estradiol / norethindrone,177.067,No ratings,0,deep vein thrombosis prophylaxis after hip replacement surgery
